trajectory,time,lat,lon,z,age,bathy,distance,obs,traj,Date
728,202780800,35.199462890625,26.32010841369629,0,26,191.9376220703125,878.56341552734375,27,729,2018-06-05T00:00:00Z
640,202694400,35.27394104003906,26.320905685424805,0,26,160.80691528320312,859.32501220703125,27,641,2018-06-04T00:00:00Z
739,202780800,35.28621292114258,26.321468353271484,0,26,151.5513153076172,867.22845458984375,27,740,2018-06-05T00:00:00Z
895,202953600,35.25123977661133,26.322717666625977,0,26,167.60244750976562,865.9674072265625,27,896,2018-06-07T00:00:00Z
869,202867200,35.24324417114258,26.32896614074707,0,26,186.6576690673828,871.27105712890625,27,870,2018-06-06T00:00:00Z
3764,206064000,35.21156311035156,26.329797744750977,0,26,209.19509887695312,850.59381103515625,27,3765,2018-07-13T00:00:00Z
831,202867200,35.18040466308594,26.329965591430664,0,26,225.3235321044922,871.1571044921875,27,832,2018-06-06T00:00:00Z
3783,206064000,35.142066955566406,26.331012725830078,0,26,161.45155334472656,850.708984375,27,3784,2018-07-13T00:00:00Z
582,202608000,35.279205322265625,26.332033157348633,0,26,187.41934204101562,869.5782470703125,27,583,2018-06-03T00:00:00Z
3815,206064000,35.10417175292969,26.334259033203125,0,26,271.2147216796875,849.99566650390625,27,3816,2018-07-13T00:00:00Z
70,194659200,35.34965515136719,26.33551788330078,0,26,223.91505432128906,963.5760498046875,27,71,2018-03-03T00:00:00Z
3833,206064000,35.16027069091797,26.33824348449707,0,26,215.7350311279297,857.520263671875,27,3834,2018-07-13T00:00:00Z
574,202608000,35.30513000488281,26.338491439819336,0,26,158.4748077392578,873.34832763671875,27,575,2018-06-03T00:00:00Z
3840,206150400,35.15938186645508,26.338520050048828,0,26,214.7406768798828,855.69781494140625,27,3841,2018-07-14T00:00:00Z
70,194659200,35.18391418457031,26.339292526245117,0,26,286.1614074707031,1002.21337890625,27,71,2018-03-03T00:00:00Z
3754,205977600,35.175559997558594,26.340280532836914,0,26,269.3540344238281,889.0474853515625,27,3755,2018-07-12T00:00:00Z
801,202867200,35.279640197753906,26.342607498168945,0,26,234.45750427246094,870.7603759765625,27,802,2018-06-06T00:00:00Z
855,202867200,35.288822174072266,26.34856605529785,0,26,238.5693359375,856.44415283203125,27,856,2018-06-06T00:00:00Z
708,202694400,35.37086868286133,26.348602294921875,0,26,278.23974609375,876.0076904296875,27,709,2018-06-04T00:00:00Z
785,202780800,35.235252380371094,26.349985122680664,0,26,333.15899658203125,868.512451171875,27,786,2018-06-05T00:00:00Z
84,195264000,35.325801849365234,26.35155487060547,0,26,198.455810546875,943.6304931640625,27,85,2018-03-10T00:00:00Z
3782,206064000,35.261905670166016,26.3542537689209,0,26,328.640869140625,847.7083740234375,27,3783,2018-07-13T00:00:00Z
148,198028800,35.3244743347168,26.356008529663086,0,26,207.02394104003906,847.7850341796875,27,149,2018-04-11T00:00:00Z
3680,205977600,35.12886428833008,26.359712600708008,0,26,291.7781677246094,854.97418212890625,27,3681,2018-07-12T00:00:00Z
69,194572800,35.31886291503906,26.369298934936523,0,26,240.4373016357422,994.95111083984375,27,70,2018-03-02T00:00:00Z
725,202780800,35.29410934448242,26.36960792541504,0,26,311.7122497558594,872.3087158203125,27,726,2018-06-05T00:00:00Z
244,220492800,37.445037841796875,26.373138427734375,0,26,243.31085205078125,824.67236328125,27,245,2018-12-27T00:00:00Z
3816,206064000,35.30839538574219,26.373708724975586,0,26,275.16741943359375,860.33087158203125,27,3817,2018-07-13T00:00:00Z
60,194227200,36.5210075378418,26.373798370361328,0,26,109.3544692993164,819.91424560546875,27,61,2018-02-26T00:00:00Z
660,202694400,35.38066864013672,26.377145767211914,0,26,305.3194274902344,866.61639404296875,27,661,2018-06-04T00:00:00Z
53,193881600,36.510894775390625,26.377609252929688,0,26,163.0682373046875,804.87615966796875,27,54,2018-02-22T00:00:00Z
67,194486400,35.34157180786133,26.391416549682617,0,26,255.79364013671875,985.41571044921875,27,68,2018-03-01T00:00:00Z
28,192844800,35.1412353515625,26.39161491394043,0,26,317.0170593261719,868.43939208984375,27,29,2018-02-10T00:00:00Z
3722,205977600,35.33267593383789,26.395097732543945,0,26,280.3225402832031,849.27447509765625,27,3723,2018-07-12T00:00:00Z
844,202867200,35.345062255859375,26.400127410888672,0,26,263.1191711425781,861.12274169921875,27,845,2018-06-06T00:00:00Z
3832,206064000,35.31476593017578,26.40027618408203,0,26,331.17254638671875,888.896728515625,27,3833,2018-07-13T00:00:00Z
3715,205977600,35.32859420776367,26.415449142456055,0,26,334.1305847167969,884.0106201171875,27,3716,2018-07-12T00:00:00Z
246,220579200,35.9752197265625,26.419288635253906,0,26,312.3876037597656,863.2615966796875,27,247,2018-12-28T00:00:00Z
3520,205804800,35.15269470214844,26.42081642150879,0,26,345.84521484375,896.13531494140625,27,3521,2018-07-10T00:00:00Z
169,198892800,35.33507537841797,26.42281723022461,0,26,344.1975402832031,871.3697509765625,27,170,2018-04-21T00:00:00Z
50,193795200,36.61899948120117,26.423900604248047,0,26,72.23341369628906,819.94000244140625,27,51,2018-02-21T00:00:00Z
4170,206496000,35.14434051513672,26.425193786621094,0,26,311.83203125,841.28240966796875,27,4171,2018-07-18T00:00:00Z
227,219715200,37.38356018066406,26.42583465576172,0,26,141.72494506835937,828.94952392578125,27,228,2018-12-18T00:00:00Z
50,193795200,36.6230354309082,26.425941467285156,0,26,94.32440185546875,818.7392578125,27,51,2018-02-21T00:00:00Z
35,193104000,36.6336555480957,26.454853057861328,0,26,201.32650756835937,804.1136474609375,27,36,2018-02-13T00:00:00Z
163,216950400,35.9278678894043,26.483898162841797,0,26,253.8825225830078,878.73834228515625,27,164,2018-11-16T00:00:00Z
250,220752000,36.51493453979492,26.49488067626953,0,26,321.9024658203125,822.912353515625,27,251,2018-12-30T00:00:00Z
244,220492800,36.36786651611328,26.502544403076172,0,26,334.809326171875,890.88787841796875,27,245,2018-12-27T00:00:00Z
258,221097600,36.52684783935547,26.503406524658203,0,26,315.5939025878906,825.6297607421875,27,259,2019-01-03T00:00:00Z
43,193449600,36.313655853271484,26.506635665893555,0,26,342.0552062988281,815.42669677734375,27,44,2018-02-17T00:00:00Z
263,221270400,36.32688522338867,26.51778793334961,0,26,340.1699523925781,836.6937255859375,27,264,2019-01-05T00:00:00Z
228,219801600,36.6110725402832,26.52716636657715,0,26,349.90972900390625,813.03436279296875,27,229,2018-12-19T00:00:00Z
64,194400000,35.886173248291016,26.534543991088867,0,26,343.97796630859375,983.19073486328125,27,65,2018-02-28T00:00:00Z
44,193536000,36.31895065307617,26.539400100708008,0,26,346.21929931640625,815.495849609375,27,45,2018-02-18T00:00:00Z
225,219628800,37.21628189086914,26.540193557739258,0,26,279.7886962890625,814.523193359375,27,226,2018-12-17T00:00:00Z
246,220579200,36.32069778442383,26.54526138305664,0,26,348.01904296875,811.6878662109375,27,247,2018-12-28T00:00:00Z
49,193708800,36.352420806884766,26.57452964782715,0,26,339.8364562988281,806.88311767578125,27,50,2018-02-20T00:00:00Z
231,219888000,37.058311462402344,26.62175750732422,0,26,261.1295166015625,814.45849609375,27,232,2018-12-20T00:00:00Z
260,221184000,36.329254150390625,26.628782272338867,0,26,312.1616516113281,910.50811767578125,27,261,2019-01-04T00:00:00Z
259,221097600,36.41975021362305,26.63273811340332,0,26,324.4118957519531,913.67510986328125,27,260,2019-01-03T00:00:00Z
240,220320000,37.243675231933594,26.635639190673828,0,26,146.30032348632812,816.84521484375,27,241,2018-12-25T00:00:00Z
109,196300800,36.322017669677734,26.639148712158203,0,26,303.7331237792969,889.2650146484375,27,110,2018-03-22T00:00:00Z
109,196300800,36.37421798706055,26.653995513916016,0,26,230.5728302001953,900.70733642578125,27,110,2018-03-22T00:00:00Z
231,219888000,36.26155471801758,26.68756866455078,0,26,260.7940673828125,966.05084228515625,27,232,2018-12-20T00:00:00Z
226,219715200,36.28577423095703,26.689407348632813,0,26,230.87625122070312,807.5704345703125,27,227,2018-12-18T00:00:00Z
42,193449600,36.39027786254883,26.690322875976563,0,26,274.11328125,800.03619384765625,27,43,2018-02-17T00:00:00Z
105,196128000,36.2546272277832,26.69281005859375,0,26,292.523193359375,892.1884765625,27,106,2018-03-20T00:00:00Z
48,193708800,36.306922912597656,26.698871612548828,0,26,239.8517303466797,800.68408203125,27,49,2018-02-20T00:00:00Z
251,220752000,36.261043548583984,26.699329376220703,0,26,272.7626647949219,919.65655517578125,27,252,2018-12-30T00:00:00Z
57,194054400,36.395538330078125,26.720426559448242,0,26,341.065185546875,810.34967041015625,27,58,2018-02-24T00:00:00Z
55,193968000,36.3628044128418,26.728473663330078,0,26,315.0040283203125,803.33953857421875,27,56,2018-02-23T00:00:00Z
213,219110400,36.71783447265625,26.765275955200195,0,26,303.7899475097656,807.69195556640625,27,214,2018-12-11T00:00:00Z
254,220924800,36.31000900268555,26.767080307006836,0,26,284.6019592285156,834.55877685546875,27,255,2019-01-01T00:00:00Z
4160,206496000,35.35390853881836,26.77017593383789,0,26,325.690185546875,836.1378173828125,27,4161,2018-07-18T00:00:00Z
4169,206496000,35.34095764160156,26.78013038635254,0,26,335.56573486328125,835.3887939453125,27,4170,2018-07-18T00:00:00Z
1382,203472000,35.337528228759766,26.78337287902832,0,26,341.4182434082031,931.035400390625,27,1383,2018-06-13T00:00:00Z
4333,206668800,35.35160827636719,26.78537940979004,0,26,250.1093292236328,860.4337158203125,27,4334,2018-07-20T00:00:00Z
4078,206323200,35.358272552490234,26.78977394104004,0,26,213.37081909179687,901.7032470703125,27,4079,2018-07-16T00:00:00Z
528,202521600,35.38965606689453,26.790679931640625,0,26,242.0173797607422,857.345703125,27,529,2018-06-02T00:00:00Z
6897,209433600,35.3485107421875,26.794355392456055,0,26,224.5330352783203,870.4530029296875,27,6898,2018-08-21T00:00:00Z
6897,209433600,35.33649826049805,26.794551849365234,0,26,307.8400573730469,870.6160888671875,27,6898,2018-08-21T00:00:00Z
1575,203644800,35.352054595947266,26.795913696289062,0,26,192.66314697265625,941.21710205078125,27,1576,2018-06-15T00:00:00Z
199,200188800,35.33225631713867,26.796592712402344,0,26,331.78314208984375,911.6629638671875,27,200,2018-05-06T00:00:00Z
78,195004800,35.334537506103516,26.796855926513672,0,26,314.5999450683594,846.10443115234375,27,79,2018-03-07T00:00:00Z
1665,203731200,35.39569854736328,26.798095703125,0,26,205.41065979003906,883.33587646484375,27,1666,2018-06-16T00:00:00Z
14,192240000,36.28449249267578,26.80135726928711,0,26,335.48797607421875,904.45501708984375,27,15,2018-02-03T00:00:00Z
6979,209520000,35.35012435913086,26.803987503051758,0,26,170.9525146484375,989.44146728515625,27,6980,2018-08-22T00:00:00Z
7114,209606400,35.3897705078125,26.805574417114258,0,26,157.52499389648437,945.81072998046875,27,7115,2018-08-23T00:00:00Z
7077,209606400,35.33598327636719,26.813396453857422,0,26,252.01934814453125,975.389404296875,27,7078,2018-08-23T00:00:00Z
4017,206323200,35.38174819946289,26.81368064880371,0,26,107.4141616821289,862.40838623046875,27,4018,2018-07-16T00:00:00Z
4147,206409600,35.373558044433594,26.814355850219727,0,26,99.67102813720703,826.36773681640625,27,4148,2018-07-17T00:00:00Z
7111,209606400,35.40065002441406,26.819124221801758,0,26,94.95048522949219,950.99688720703125,27,7112,2018-08-23T00:00:00Z
1584,203644800,35.33232879638672,26.819377899169922,0,26,266.7007751464844,929.23291015625,27,1585,2018-06-15T00:00:00Z
1273,203299200,35.352787017822266,26.821062088012695,0,26,71.12523651123047,950.45556640625,27,1274,2018-06-11T00:00:00Z
1399,203472000,35.33897399902344,26.82174301147461,0,26,197.6265106201172,962.8753662109375,27,1400,2018-06-13T00:00:00Z
7077,209606400,35.44245147705078,26.822481155395508,0,26,244.62417602539062,989.51727294921875,27,7078,2018-08-23T00:00:00Z
736,202780800,35.333702087402344,26.8229923248291,0,26,243.41917419433594,901.13714599609375,27,737,2018-06-05T00:00:00Z
156,216691200,35.89457702636719,26.82655143737793,0,26,216.24156188964844,906.5465087890625,27,157,2018-11-13T00:00:00Z
7164,209692800,35.42585372924805,26.82681655883789,0,26,72.50885772705078,850.1839599609375,27,7165,2018-08-24T00:00:00Z
537,202521600,35.416221618652344,26.826828002929688,0,26,61.33366394042969,847.3734130859375,27,538,2018-06-02T00:00:00Z
6970,209520000,35.40150451660156,26.828594207763672,0,26,32.38542938232422,941.435546875,27,6971,2018-08-22T00:00:00Z
7039,209520000,35.35717010498047,26.82952117919922,0,26,18.39512825012207,853.419677734375,27,7040,2018-08-22T00:00:00Z
4337,206668800,35.35303497314453,26.83153533935547,0,26,20.142717361450195,846.779541015625,27,4338,2018-07-20T00:00:00Z
7242,209779200,35.323768615722656,26.8323974609375,0,26,318.14508056640625,939.48974609375,27,7243,2018-08-25T00:00:00Z
4039,206323200,35.33519744873047,26.833860397338867,0,26,196.0868682861328,861.12939453125,27,4040,2018-07-16T00:00:00Z
4039,206323200,35.34214782714844,26.837190628051758,0,26,119.30807495117187,855.15875244140625,27,4040,2018-07-16T00:00:00Z
230,219888000,35.32292938232422,26.837352752685547,0,26,309.4400939941406,930.40350341796875,27,231,2018-12-20T00:00:00Z
7069,209606400,35.32249069213867,26.837533950805664,0,26,313.0777587890625,920.465576171875,27,7070,2018-08-23T00:00:00Z
1416,203472000,35.32544708251953,26.83991813659668,0,26,275.4136962890625,934.285888671875,27,1417,2018-06-13T00:00:00Z
6996,209520000,35.45179748535156,26.8453311920166,0,26,288.2486572265625,874.15966796875,27,6997,2018-08-22T00:00:00Z
6997,209520000,35.332088470458984,26.84758186340332,0,26,190.8588104248047,933.200439453125,27,6998,2018-08-22T00:00:00Z
390,202348800,35.34180450439453,26.847789764404297,0,26,106.55470275878906,861.231689453125,27,391,2018-05-31T00:00:00Z
338,202348800,35.34111785888672,26.847856521606445,0,26,112.36515045166016,850.8367919921875,27,339,2018-05-31T00:00:00Z
6997,209520000,35.33872985839844,26.849613189697266,0,26,129.58193969726562,938.06396484375,27,6998,2018-08-22T00:00:00Z
6961,209520000,35.44321060180664,26.849634170532227,0,26,112.92352294921875,959.5731201171875,27,6962,2018-08-22T00:00:00Z
5678,208051200,35.331485748291016,26.849943161010742,0,26,189.46348571777344,911.38311767578125,27,5679,2018-08-05T00:00:00Z
4054,206323200,35.32731246948242,26.851119995117188,0,26,220.42501831054687,855.84466552734375,27,4055,2018-07-16T00:00:00Z
4112,206409600,35.34647750854492,26.851408004760742,0,26,62.84856033325195,821.8265380859375,27,4113,2018-07-17T00:00:00Z
5678,208051200,35.326438903808594,26.8515682220459,0,26,226.06227111816406,933.14691162109375,27,5679,2018-08-05T00:00:00Z
197,202176000,35.33897399902344,26.851970672607422,0,26,123.11517333984375,856.08856201171875,27,198,2018-05-29T00:00:00Z
4005,206323200,35.45443344116211,26.852027893066406,0,26,331.2079162597656,806.54351806640625,27,4006,2018-07-16T00:00:00Z
4003,206323200,35.312782287597656,26.85211181640625,0,26,334.62396240234375,899.05023193359375,27,4004,2018-07-16T00:00:00Z
7182,209692800,35.43789291381836,26.853225708007813,0,26,7.642891883850098,991.65997314453125,27,7183,2018-08-24T00:00:00Z
1458,203558400,35.343345642089844,26.85346794128418,0,26,85.69374084472656,932.89501953125,27,1459,2018-06-14T00:00:00Z
608,202608000,35.322174072265625,26.854419708251953,0,26,249.58029174804687,865.342041015625,27,609,2018-06-03T00:00:00Z
7111,209606400,35.44171905517578,26.85480499267578,0,26,81.46995544433594,957.5489501953125,27,7112,2018-08-23T00:00:00Z
1523,203644800,35.31373977661133,26.8552303314209,0,26,311.3335266113281,889.0120849609375,27,1524,2018-06-15T00:00:00Z
7120,209692800,35.450584411621094,26.863056182861328,0,26,242.96449279785156,958.87969970703125,27,7121,2018-08-24T00:00:00Z
3888,206150400,35.34619903564453,26.86522102355957,0,26,51.54904556274414,959.46429443359375,27,3889,2018-07-14T00:00:00Z
7078,209606400,35.455623626708984,26.86564826965332,0,26,332.3188781738281,927.312744140625,27,7079,2018-08-23T00:00:00Z
6887,209433600,35.32740020751953,26.865875244140625,0,26,170.9947509765625,875.70458984375,27,6888,2018-08-21T00:00:00Z
3974,206236800,35.34977722167969,26.86720848083496,0,26,27.326358795166016,866.11163330078125,27,3975,2018-07-15T00:00:00Z
1577,203644800,35.310176849365234,26.86726188659668,0,26,284.64959716796875,929.42193603515625,27,1578,2018-06-15T00:00:00Z
6881,209433600,35.320308685302734,26.868776321411133,0,26,204.1817626953125,876.01483154296875,27,6882,2018-08-21T00:00:00Z
7130,209692800,35.32526779174805,26.870418548583984,0,26,168.42359924316406,927.50994873046875,27,7131,2018-08-24T00:00:00Z
257,202262400,35.35130310058594,26.875455856323242,0,26,16.178817749023438,852.5296630859375,27,258,2018-05-30T00:00:00Z
5527,207964800,35.360130310058594,26.879243850708008,0,26,8.84952449798584,929.64227294921875,27,5528,2018-08-04T00:00:00Z
7062,209606400,35.44308090209961,26.879440307617188,0,26,94.9704818725586,873.019775390625,27,7063,2018-08-23T00:00:00Z
219,219369600,36.273460388183594,26.879627227783203,0,26,344.9739990234375,803.34930419921875,27,220,2018-12-14T00:00:00Z
310,202262400,35.360633850097656,26.880563735961914,0,26,11.438192367553711,856.52557373046875,27,311,2018-05-30T00:00:00Z
1534,203644800,35.33551788330078,26.882347106933594,0,26,115.2475814819336,931.394287109375,27,1535,2018-06-15T00:00:00Z
6309,208742400,35.36930847167969,26.88570785522461,0,26,16.588422775268555,907.9400634765625,27,6310,2018-08-13T00:00:00Z
7007,209520000,35.39442825317383,26.886770248413086,0,26,0.9650819897651672,982.7718505859375,27,7008,2018-08-22T00:00:00Z
1589,203644800,35.37039566040039,26.888458251953125,0,26,19.994686126708984,931.491943359375,27,1590,2018-06-15T00:00:00Z
133,197337600,35.36180877685547,26.88860321044922,0,26,27.032608032226563,865.6322021484375,27,134,2018-04-03T00:00:00Z
26,192758400,36.95377731323242,26.890422821044922,0,26,188.54721069335937,830.94293212890625,27,27,2018-02-09T00:00:00Z
3829,206064000,35.313682556152344,26.890901565551758,0,26,248.0855712890625,830.7022705078125,27,3830,2018-07-13T00:00:00Z
300,202262400,35.36722946166992,26.89107894897461,0,26,26.861698150634766,855.3973388671875,27,301,2018-05-30T00:00:00Z
1601,203731200,35.34241485595703,26.892732620239258,0,26,103.81611633300781,867.4063720703125,27,1602,2018-06-16T00:00:00Z
5265,207619200,35.31814193725586,26.89453125,0,26,233.10806274414062,875.1661376953125,27,5266,2018-07-31T00:00:00Z
129,197164800,35.3060417175293,26.895578384399414,0,26,325.5181884765625,859.95562744140625,27,130,2018-04-01T00:00:00Z
5164,207532800,35.3060188293457,26.897010803222656,0,26,327.86907958984375,824.6700439453125,27,5165,2018-07-30T00:00:00Z
106,196214400,35.310638427734375,26.897117614746094,0,26,285.1346435546875,839.73016357421875,27,107,2018-03-21T00:00:00Z
218,202176000,35.365352630615234,26.897802352905273,0,26,40.593528747558594,845.650146484375,27,219,2018-05-29T00:00:00Z
1478,203558400,35.31373977661133,26.898653030395508,0,26,264.8636169433594,942.17645263671875,27,1479,2018-06-14T00:00:00Z
96,214099200,35.335548400878906,26.900569915771484,0,26,157.496337890625,862.35516357421875,27,97,2018-10-14T00:00:00Z
6901,209433600,35.315650939941406,26.90105438232422,0,26,260.3793640136719,863.84637451171875,27,6902,2018-08-21T00:00:00Z
7250,209779200,35.32838439941406,26.901165008544922,0,26,195.51339721679687,850.98895263671875,27,7251,2018-08-25T00:00:00Z
19,192412800,36.74939727783203,26.901596069335938,0,26,57.022586822509766,812.7581787109375,27,20,2018-02-05T00:00:00Z
5229,207619200,35.362884521484375,26.901716232299805,0,26,51.412471771240234,863.35595703125,27,5230,2018-07-31T00:00:00Z
706,202694400,35.351776123046875,26.901723861694336,0,26,77.25529479980469,861.23388671875,27,707,2018-06-04T00:00:00Z
4891,207273600,35.310523986816406,26.904464721679688,0,26,300.7484130859375,854.16693115234375,27,4892,2018-07-27T00:00:00Z
1554,203644800,35.375675201416016,26.90595817565918,0,26,36.44756317138672,933.702880859375,27,1555,2018-06-15T00:00:00Z
5045,207446400,35.31156921386719,26.907981872558594,0,26,299.2451477050781,860.8001708984375,27,5046,2018-07-29T00:00:00Z
5034,207360000,35.33363342285156,26.908870697021484,0,26,186.52163696289062,870.98162841796875,27,5035,2018-07-28T00:00:00Z
1562,203644800,35.3615837097168,26.90918731689453,0,26,68.38722229003906,895.59051513671875,27,1563,2018-06-15T00:00:00Z
4897,207273600,35.34024429321289,26.91164779663086,0,26,159.54600524902344,813.02508544921875,27,4898,2018-07-27T00:00:00Z
4961,207360000,35.3397102355957,26.911727905273438,0,26,162.43319702148437,856.42266845703125,27,4962,2018-07-28T00:00:00Z
1551,203644800,35.365474700927734,26.916406631469727,0,26,73.41827392578125,941.82373046875,27,1552,2018-06-15T00:00:00Z
3434,205632000,35.316036224365234,26.920377731323242,0,26,303.8000183105469,905.83380126953125,27,3435,2018-07-08T00:00:00Z
4858,207187200,35.31251907348633,26.922985076904297,0,26,329.14190673828125,865.16864013671875,27,4859,2018-07-26T00:00:00Z
4042,206323200,35.311885833740234,26.923633575439453,0,26,335.5978088378906,868.2066650390625,27,4043,2018-07-16T00:00:00Z
1595,203644800,35.32788848876953,26.9245548248291,0,26,256.0481872558594,923.30322265625,27,1596,2018-06-15T00:00:00Z
4950,207273600,35.31856155395508,26.924928665161133,0,26,304.27325439453125,861.74365234375,27,4951,2018-07-27T00:00:00Z
