trajectory,time,lat,lon,z,age,bathy,distance,obs,traj,Date
226,219715200,36.690673828125,26.925498962402344,0,26,95.424102783203125,804.0863037109375,27,227,2018-12-18T00:00:00Z
5060,207446400,35.31680679321289,26.92595100402832,0,26,316.1162109375,879.8524169921875,27,5061,2018-07-29T00:00:00Z
26,192758400,36.68629837036133,26.92612648010254,0,26,109.58711242675781,817.31488037109375,27,27,2018-02-09T00:00:00Z
3996,206236800,35.32732009887695,26.926368713378906,0,26,264.1219787597656,839.6578369140625,27,3997,2018-07-15T00:00:00Z
6968,209520000,35.33660888671875,26.9269962310791,0,26,218.8885955810547,828.7537841796875,27,6969,2018-08-22T00:00:00Z
26,192758400,36.68329620361328,26.928375244140625,0,26,127.88754272460937,818.1016845703125,27,27,2018-02-09T00:00:00Z
4781,207100800,35.314796447753906,26.929847717285156,0,26,337.6426086425781,910.3193359375,27,4782,2018-07-25T00:00:00Z
3969,206236800,35.328575134277344,26.930728912353516,0,26,270.25189208984375,883.9683837890625,27,3970,2018-07-15T00:00:00Z
322,202348800,35.36608123779297,26.932125091552734,0,26,102.94866180419922,855.714599609375,27,323,2018-05-31T00:00:00Z
665,202694400,35.34918212890625,26.932165145874023,0,26,169.62501525878906,890.65325927734375,27,666,2018-06-04T00:00:00Z
688,202694400,35.32200622558594,26.933053970336914,0,26,310.3169860839844,886.64422607421875,27,689,2018-06-04T00:00:00Z
470,202435200,35.37961196899414,26.933971405029297,0,26,58.11643981933594,843.18511962890625,27,471,2018-06-01T00:00:00Z
119,196732800,35.39579772949219,26.93403434753418,0,26,0.12315712124109268,862.8123779296875,27,120,2018-03-27T00:00:00Z
4896,207273600,35.35012435913086,26.934425354003906,0,26,171.12452697753906,880.416748046875,27,4897,2018-07-27T00:00:00Z
4828,207187200,35.32762908935547,26.93467140197754,0,26,286.3551025390625,874.73553466796875,27,4829,2018-07-26T00:00:00Z
4806,207187200,35.355167388916016,26.938491821289062,0,26,157.91000366210937,875.9005126953125,27,4807,2018-07-26T00:00:00Z
3814,206064000,35.32233428955078,26.941776275634766,0,26,333.8202819824219,839.77239990234375,27,3815,2018-07-13T00:00:00Z
6175,208656000,35.37409210205078,26.944255828857422,0,26,92.74378967285156,899.333984375,27,6176,2018-08-12T00:00:00Z
4644,207014400,35.33136749267578,26.944660186767578,0,26,295.8094482421875,830.29119873046875,27,4645,2018-07-24T00:00:00Z
3814,206064000,35.32537841796875,26.94467544555664,0,26,326.5727844238281,840.322509765625,27,3815,2018-07-13T00:00:00Z
5351,207705600,35.35796356201172,26.94648551940918,0,26,167.1569061279297,917.25225830078125,27,5352,2018-08-01T00:00:00Z
428,202435200,35.32588577270508,26.94684410095215,0,26,330.2002258300781,861.493408203125,27,429,2018-06-01T00:00:00Z
37,193190400,36.78258514404297,26.947254180908203,0,26,28.55725860595703,825.80572509765625,27,38,2018-02-14T00:00:00Z
5184,207532800,35.37994384765625,26.947351455688477,0,26,71.04659271240234,877.5794677734375,27,5185,2018-07-30T00:00:00Z
498,202521600,35.373756408691406,26.954030990600586,0,26,108.50821685791016,894.2557373046875,27,499,2018-06-02T00:00:00Z
251,220752000,35.471771240234375,26.95558738708496,0,26,305.597412109375,892.48565673828125,27,252,2018-12-30T00:00:00Z
234,220060800,35.329742431640625,26.95609474182129,0,26,336.82806396484375,947.071044921875,27,235,2018-12-22T00:00:00Z
1543,203644800,35.333656311035156,26.956613540649414,0,26,318.06121826171875,923.265869140625,27,1544,2018-06-15T00:00:00Z
5444,207878400,35.363563537597656,26.957902908325195,0,26,166.9073486328125,942.551025390625,27,5445,2018-08-03T00:00:00Z
4784,207100800,35.36777877807617,26.95829200744629,0,26,145.82920837402344,823.197021484375,27,4785,2018-07-25T00:00:00Z
30,192931200,36.80057144165039,26.959110260009766,0,26,42.91996765136719,809.63140869140625,27,31,2018-02-11T00:00:00Z
6046,208483200,36.697818756103516,26.95965003967285,0,26,11.354921340942383,795.46142578125,27,6047,2018-08-10T00:00:00Z
4948,207273600,35.33857727050781,26.96003532409668,0,26,308.8418273925781,887.71588134765625,27,4949,2018-07-27T00:00:00Z
4806,207187200,35.3390998840332,26.960731506347656,0,26,310.5876770019531,858.0584716796875,27,4807,2018-07-26T00:00:00Z
90,195523200,35.356204986572266,26.960960388183594,0,26,216.8741455078125,843.10302734375,27,91,2018-03-13T00:00:00Z
346,202348800,35.38473892211914,26.961139678955078,0,26,67.00315856933594,845.96380615234375,27,347,2018-05-31T00:00:00Z
4942,207273600,35.337799072265625,26.962818145751953,0,26,332.053466796875,878.72161865234375,27,4943,2018-07-27T00:00:00Z
4888,207273600,35.35673522949219,26.966148376464844,0,26,235.27764892578125,912.786376953125,27,4889,2018-07-27T00:00:00Z
18,192412800,35.36437225341797,26.966320037841797,0,26,194.5831298828125,864.93389892578125,27,19,2018-02-05T00:00:00Z
782,202780800,35.37839126586914,26.967201232910156,0,26,121.6706771850586,892.55926513671875,27,783,2018-06-05T00:00:00Z
493,202521600,35.38823699951172,26.968002319335938,0,26,70.644561767578125,887.63507080078125,27,494,2018-06-02T00:00:00Z
219,201052800,35.39835739135742,26.96846580505371,0,26,30.605091094970703,839.24261474609375,27,220,2018-05-16T00:00:00Z
7091,209606400,35.41875076293945,26.97088623046875,0,26,38.75477981567383,982.57244873046875,27,7092,2018-08-23T00:00:00Z
768,202780800,35.391109466552734,26.97120475769043,0,26,65.00428771972656,888.46478271484375,27,769,2018-06-05T00:00:00Z
465,202435200,35.346370697021484,26.97187614440918,0,26,330.5305480957031,855.117919921875,27,466,2018-06-01T00:00:00Z
557,202521600,35.40906524658203,26.97247886657715,0,26,43.22332763671875,852.891357421875,27,558,2018-06-02T00:00:00Z
6371,208828800,35.345977783203125,26.973119735717773,0,26,340.2535095214844,900.45745849609375,27,6372,2018-08-14T00:00:00Z
578,202608000,35.41802978515625,26.975366592407227,0,26,52.54756546020508,857.31719970703125,27,579,2018-06-03T00:00:00Z
420,202435200,35.37750244140625,26.975385665893555,0,26,155.28541564941406,853.4998779296875,27,421,2018-06-01T00:00:00Z
3505,205718400,35.36044692993164,26.977401733398437,0,26,260.0132751464844,844.7498779296875,27,3506,2018-07-09T00:00:00Z
455,202435200,35.39754867553711,26.978940963745117,0,26,62.19267272949219,860.692626953125,27,456,2018-06-01T00:00:00Z
162,198633600,35.471778869628906,26.980730056762695,0,26,274.2607116699219,814.58837890625,27,163,2018-04-18T00:00:00Z
5063,207446400,35.37307357788086,26.98076629638672,0,26,199.9667510986328,862.98028564453125,27,5064,2018-07-29T00:00:00Z
3402,205632000,35.3530387878418,26.98097801208496,0,26,320.8268737792969,878.64739990234375,27,3403,2018-07-08T00:00:00Z
4838,207187200,35.355533599853516,26.98296546936035,0,26,311.0597839355469,870.343017578125,27,4839,2018-07-26T00:00:00Z
429,202435200,35.372230529785156,26.983713150024414,0,26,215.65841674804687,929.23028564453125,27,430,2018-06-01T00:00:00Z
5722,208137600,35.47854232788086,26.983779907226563,0,26,309.0540771484375,908.40740966796875,27,5723,2018-08-06T00:00:00Z
740,202780800,35.38676071166992,26.987682342529297,0,26,142.90280151367188,893.19677734375,27,741,2018-06-05T00:00:00Z
1593,203644800,35.37430191040039,26.98784828186035,0,26,218.3431854248047,928.10491943359375,27,1594,2018-06-15T00:00:00Z
6973,209520000,35.4310417175293,26.990434646606445,0,26,100.40215301513672,874.911376953125,27,6974,2018-08-22T00:00:00Z
4838,207187200,35.361026763916016,26.9906063079834,0,26,309.094970703125,867.59271240234375,27,4839,2018-07-26T00:00:00Z
7120,209692800,35.396297454833984,26.9978084564209,0,26,118.97370910644531,979.1865234375,27,7121,2018-08-24T00:00:00Z
5011,207360000,35.37809753417969,26.998788833618164,0,26,233.81161499023437,840.6461181640625,27,5012,2018-07-28T00:00:00Z
7209,209779200,35.42843246459961,26.999168395996094,0,26,127.37000274658203,862.8157958984375,27,7210,2018-08-25T00:00:00Z
5578,207964800,35.437713623046875,26.999221801757813,0,26,129.54681396484375,859.9739990234375,27,5579,2018-08-04T00:00:00Z
5077,207446400,35.389060974121094,26.99988555908203,0,26,168.1154022216797,873.080810546875,27,5078,2018-07-29T00:00:00Z
410,202435200,35.36872863769531,27.00309944152832,0,26,299.0158386230469,859.73260498046875,27,411,2018-06-01T00:00:00Z
7025,209520000,35.38600158691406,27.00473976135254,0,26,190.76763916015625,966.91546630859375,27,7026,2018-08-22T00:00:00Z
5527,207964800,35.448631286621094,27.00824737548828,0,26,155.81396484375,919.9658203125,27,5528,2018-08-04T00:00:00Z
6398,208828800,35.41291809082031,27.008731842041016,0,26,126.53063201904297,902.60333251953125,27,6399,2018-08-14T00:00:00Z
4708,207014400,35.38743591308594,27.009740829467773,0,26,184.7921142578125,879.06304931640625,27,4709,2018-07-24T00:00:00Z
7209,209779200,35.41974639892578,27.01028060913086,0,26,123.84522247314453,859.7509765625,27,7210,2018-08-25T00:00:00Z
4804,207187200,35.38246536254883,27.012042999267578,0,26,217.34429931640625,869.26678466796875,27,4805,2018-07-26T00:00:00Z
4569,206928000,35.38193893432617,27.01679229736328,0,26,223.38934326171875,887.38677978515625,27,4570,2018-07-23T00:00:00Z
815,202867200,35.495201110839844,27.01739501953125,0,26,345.8845520019531,848.1055908203125,27,816,2018-06-06T00:00:00Z
7194,209692800,35.39994430541992,27.01776695251465,0,26,134.509033203125,856.6719970703125,27,7195,2018-08-24T00:00:00Z
156,198374400,35.3848991394043,27.019216537475586,0,26,206.39393615722656,801.67449951171875,27,157,2018-04-15T00:00:00Z
192,199929600,35.39334487915039,27.020841598510742,0,26,154.96893310546875,877.80133056640625,27,193,2018-05-03T00:00:00Z
4749,207100800,35.36931228637695,27.021726608276367,0,26,304.5045166015625,820.2276611328125,27,4750,2018-07-25T00:00:00Z
4667,207014400,35.37630081176758,27.02354621887207,0,26,262.1723937988281,820.0416259765625,27,4668,2018-07-24T00:00:00Z
4604,206928000,35.38835906982422,27.025915145874023,0,26,189.05746459960937,825.792724609375,27,4605,2018-07-23T00:00:00Z
4677,207014400,35.369720458984375,27.028757095336914,0,26,305.4589538574219,897.12579345703125,27,4678,2018-07-24T00:00:00Z
6946,209433600,35.369693756103516,27.02997589111328,0,26,306.22698974609375,870.11639404296875,27,6947,2018-08-21T00:00:00Z
5086,207446400,35.437808990478516,27.031780242919922,0,26,89.36248016357422,867.1810302734375,27,5087,2018-07-29T00:00:00Z
144,216172800,36.553524017333984,27.03296661376953,0,26,329.6594543457031,798.117919921875,27,145,2018-11-07T00:00:00Z
5406,207792000,35.40924835205078,27.034832000732422,0,26,128.25685119628906,910.0382080078125,27,5407,2018-08-02T00:00:00Z
6182,208656000,35.39984130859375,27.03569984436035,0,26,143.1834716796875,901.0313720703125,27,6183,2018-08-12T00:00:00Z
5493,207878400,35.47237777709961,27.03733253479004,0,26,139.81069946289062,955.61187744140625,27,5494,2018-08-03T00:00:00Z
4798,207100800,35.36353302001953,27.038570404052734,0,26,347.9649963378906,916.17108154296875,27,4799,2018-07-25T00:00:00Z
22,192585600,35.36531066894531,27.040433883666992,0,26,338.0180358886719,912.49200439453125,27,23,2018-02-07T00:00:00Z
429,202435200,35.44825744628906,27.040935516357422,0,26,92.52994537353516,848.3770751953125,27,430,2018-06-01T00:00:00Z
704,202694400,35.46817398071289,27.043180465698242,0,26,115.64726257324219,843.41998291015625,27,705,2018-06-04T00:00:00Z
920,202953600,35.52598571777344,27.04328155517578,0,26,320.34747314453125,848.3587646484375,27,921,2018-06-07T00:00:00Z
4124,206409600,35.493961334228516,27.044071197509766,0,26,183.0511474609375,805.4686279296875,27,4125,2018-07-17T00:00:00Z
4831,207187200,35.39768981933594,27.045793533325195,0,26,150.56211853027344,815.3968505859375,27,4832,2018-07-26T00:00:00Z
4982,207360000,35.45856857299805,27.04720687866211,0,26,91.980072021484375,864.34027099609375,27,4983,2018-07-28T00:00:00Z
4873,207187200,35.3839225769043,27.0511531829834,0,26,240.4709930419922,870.5765380859375,27,4874,2018-07-26T00:00:00Z
4893,207273600,35.4071044921875,27.051273345947266,0,26,129.1998748779297,853.55108642578125,27,4894,2018-07-27T00:00:00Z
3998,206236800,35.37580108642578,27.051362991333008,0,26,298.9118957519531,898.64227294921875,27,3999,2018-07-15T00:00:00Z
4835,207187200,35.39788818359375,27.05238151550293,0,26,150.8697052001953,869.91094970703125,27,4836,2018-07-26T00:00:00Z
4880,207273600,35.407711029052734,27.057180404663086,0,26,125.61032104492187,860.57427978515625,27,4881,2018-07-27T00:00:00Z
5046,207446400,35.416595458984375,27.05841064453125,0,26,101.30797576904297,903.21514892578125,27,5047,2018-07-29T00:00:00Z
185,217900800,36.573299407958984,27.058414459228516,0,26,249.8521270751953,823.78509521484375,27,186,2018-11-27T00:00:00Z
4920,207273600,35.400264739990234,27.059520721435547,0,26,145.14060974121094,924.81695556640625,27,4921,2018-07-27T00:00:00Z
4702,207014400,35.384193420410156,27.059751510620117,0,26,251.61553955078125,898.8331298828125,27,4703,2018-07-24T00:00:00Z
5870,208310400,36.7376594543457,27.060108184814453,0,26,237.59022521972656,793.0989990234375,27,5871,2018-08-08T00:00:00Z
84,213580800,35.52963638305664,27.060245513916016,0,26,197.6464385986328,872.93670654296875,27,85,2018-10-08T00:00:00Z
5527,207964800,35.517948150634766,27.060800552368164,0,26,156.19479370117187,911.44586181640625,27,5528,2018-08-04T00:00:00Z
146,216259200,36.55422592163086,27.062488555908203,0,26,270.31475830078125,801.13983154296875,27,147,2018-11-08T00:00:00Z
484,202521600,35.404937744140625,27.062881469726563,0,26,131.56117248535156,847.62774658203125,27,485,2018-06-02T00:00:00Z
56,194054400,35.55995559692383,27.06459617614746,0,26,247.89151000976562,832.5146484375,27,57,2018-02-24T00:00:00Z
242,220406400,36.65074157714844,27.065540313720703,0,26,336.9071350097656,810.52728271484375,27,243,2018-12-26T00:00:00Z
5595,207964800,35.417076110839844,27.06609344482422,0,26,93.70201110839844,900.07427978515625,27,5596,2018-08-04T00:00:00Z
5544,207964800,35.52339172363281,27.06768226623535,0,26,118.93318176269531,910.2572021484375,27,5545,2018-08-04T00:00:00Z
4838,207187200,35.41168212890625,27.068201065063477,0,26,109.0121841430664,863.46044921875,27,4839,2018-07-26T00:00:00Z
4061,206323200,35.480224609375,27.070083618164063,0,26,44.55455780029297,815.72332763671875,27,4062,2018-07-16T00:00:00Z
3689,205977600,35.395912170410156,27.070558547973633,0,26,159.32191467285156,874.86962890625,27,3690,2018-07-12T00:00:00Z
6900,209433600,35.39324951171875,27.072776794433594,0,26,184.76136779785156,864.6451416015625,27,6901,2018-08-21T00:00:00Z
4702,207014400,35.38513946533203,27.07491683959961,0,26,265.3973693847656,907.9361572265625,27,4703,2018-07-24T00:00:00Z
4870,207187200,35.41170120239258,27.07733154296875,0,26,103.82767486572266,916.22711181640625,27,4871,2018-07-26T00:00:00Z
5495,207878400,35.40459442138672,27.077932357788086,0,26,129.30101013183594,919.641845703125,27,5496,2018-08-03T00:00:00Z
4050,206323200,35.38239669799805,27.078205108642578,0,26,297.97283935546875,817.85736083984375,27,4051,2018-07-16T00:00:00Z
4813,207187200,35.39841842651367,27.078489303588867,0,26,151.77749633789063,857.890869140625,27,4814,2018-07-26T00:00:00Z
469,202435200,35.38668441772461,27.078807830810547,0,26,255.0649871826172,854.7308349609375,27,470,2018-06-01T00:00:00Z
5654,208051200,35.517822265625,27.07894515991211,0,26,30.369617462158203,925.73236083984375,27,5655,2018-08-05T00:00:00Z
6895,209433600,35.38133239746094,27.079822540283203,0,26,311.7903747558594,907.9803466796875,27,6896,2018-08-21T00:00:00Z
4800,207187200,35.39038848876953,27.087343215942383,0,26,208.54714965820312,883.43072509765625,27,4801,2018-07-26T00:00:00Z
4746,207100800,35.40012741088867,27.08897590637207,0,26,125.82107543945313,910.704345703125,27,4747,2018-07-25T00:00:00Z
4959,207273600,35.39384460449219,27.08997917175293,0,26,159.77857971191406,869.76287841796875,27,4960,2018-07-27T00:00:00Z
4812,207187200,35.43489074707031,27.092838287353516,0,26,7.842644214630127,908.0206298828125,27,4813,2018-07-26T00:00:00Z
467,202435200,35.38862228393555,27.092876434326172,0,26,213.18519592285156,848.265380859375,27,468,2018-06-01T00:00:00Z
248,220665600,36.631839752197266,27.093276977539062,0,26,225.97349548339844,825.8070068359375,27,249,2018-12-29T00:00:00Z
3499,205718400,35.39224624633789,27.09427833557129,0,26,164.2153778076172,867.15081787109375,27,3500,2018-07-09T00:00:00Z
117,196646400,35.40647888183594,27.095529556274414,0,26,85.43803405761719,836.2222900390625,27,118,2018-03-26T00:00:00Z
3514,205718400,35.40852355957031,27.097347259521484,0,26,74.88423156738281,869.73187255859375,27,3515,2018-07-09T00:00:00Z
4702,207014400,35.403297424316406,27.097850799560547,0,26,86.780670166015625,905.0838623046875,27,4703,2018-07-24T00:00:00Z
4857,207187200,35.42695999145508,27.09868812561035,0,26,25.91790199279785,868.724853515625,27,4858,2018-07-26T00:00:00Z
213,219110400,36.59475326538086,27.099355697631836,0,26,167.09461975097656,802.94635009765625,27,214,2018-12-11T00:00:00Z
4577,206928000,35.40122604370117,27.0993709564209,0,26,86.8829345703125,900.739501953125,27,4578,2018-07-23T00:00:00Z
24,192672000,36.719905853271484,27.100046157836914,0,26,311.3431701660156,817.60675048828125,27,25,2018-02-08T00:00:00Z
4816,207187200,35.42084884643555,27.101076126098633,0,26,37.22913360595703,912.498779296875,27,4817,2018-07-26T00:00:00Z
4694,207014400,35.404449462890625,27.101076126098633,0,26,73.8953628540039,887.788818359375,27,4695,2018-07-24T00:00:00Z
4781,207100800,35.42261505126953,27.10303497314453,0,26,30.55527687072754,918.1834716796875,27,4782,2018-07-25T00:00:00Z
228,219801600,36.56294631958008,27.103891372680664,0,26,140.3806915283203,804.76300048828125,27,229,2018-12-19T00:00:00Z
6872,209347200,35.41878890991211,27.104570388793945,0,26,35.72451400756836,873.0570068359375,27,6873,2018-08-20T00:00:00Z
6908,209433600,35.380157470703125,27.10468101501465,0,26,298.9311218261719,861.780517578125,27,6909,2018-08-21T00:00:00Z
6872,209347200,35.41981506347656,27.10589027404785,0,26,31.583852767944336,872.82196044921875,27,6873,2018-08-20T00:00:00Z
4781,207100800,35.43134307861328,27.106212615966797,0,26,10.810280799865723,912.23419189453125,27,4782,2018-07-25T00:00:00Z
431,202435200,35.40864944458008,27.107894897460938,0,26,46.119754791259766,843.80926513671875,27,432,2018-06-01T00:00:00Z
18,192412800,36.58812713623047,27.10817527770996,0,26,132.16954040527344,825.167724609375,27,19,2018-02-05T00:00:00Z
4774,207100800,35.406314849853516,27.109508514404297,0,26,45.148990631103516,914.581298828125,27,4775,2018-07-25T00:00:00Z
228,219801600,36.58229446411133,27.11126708984375,0,26,123.14645385742187,807.67169189453125,27,229,2018-12-19T00:00:00Z
248,220665600,36.56675338745117,27.111318588256836,0,26,127.79071807861328,817.12908935546875,27,249,2018-12-29T00:00:00Z
4702,207014400,35.41788864135742,27.115760803222656,0,26,16.933589935302734,913.96319580078125,27,4703,2018-07-24T00:00:00Z
4788,207100800,35.3925666809082,27.11847686767578,0,26,78.07966613769531,866.47943115234375,27,4789,2018-07-25T00:00:00Z
4867,207187200,35.427608489990234,27.118913650512695,0,26,5.626346588134766,856.98529052734375,27,4868,2018-07-26T00:00:00Z
6188,208656000,35.383358001708984,27.11893653869629,0,26,225.72267150878906,868.842529296875,27,6189,2018-08-12T00:00:00Z
4725,207100800,35.43144607543945,27.119699478149414,0,26,2.9989066123962402,908.00665283203125,27,4726,2018-07-25T00:00:00Z
6289,208742400,35.413238525390625,27.12144660949707,0,26,8.05688762664795,899.6429443359375,27,6290,2018-08-13T00:00:00Z
4788,207100800,35.396121978759766,27.122224807739258,0,26,10.731734275817871,866.58209228515625,27,4789,2018-07-25T00:00:00Z
222,219542400,36.55032730102539,27.123876571655273,0,26,197.2970428466797,884.7999267578125,27,223,2018-12-16T00:00:00Z
0,191635200,36.55617904663086,27.12611961364746,0,26,150.9221954345703,853.81170654296875,27,1,2018-01-27T00:00:00Z
17,192326400,36.56148910522461,27.128395080566406,0,26,106.9937744140625,822.85308837890625,27,18,2018-02-04T00:00:00Z
168,217209600,36.58463668823242,27.129056930541992,0,26,70.56787109375,809.57415771484375,27,169,2018-11-19T00:00:00Z
76,194918400,35.37699890136719,27.130464553833008,0,26,322.6911926269531,844.70257568359375,27,77,2018-03-06T00:00:00Z
69,194572800,35.38023376464844,27.132062911987305,0,26,267.2859802246094,835.36480712890625,27,70,2018-03-02T00:00:00Z
216,219283200,36.661659240722656,27.13418197631836,0,26,163.06961059570312,804.2646484375,27,217,2018-12-13T00:00:00Z
235,220060800,36.5291748046875,27.134729385375977,0,26,327.2907409667969,894.11865234375,27,236,2018-12-22T00:00:00Z
3786,206064000,35.377952575683594,27.136394500732422,0,26,306.4425964355469,892.508544921875,27,3787,2018-07-13T00:00:00Z
213,219110400,36.7010612487793,27.14234733581543,0,26,305.4653015136719,808.75030517578125,27,214,2018-12-11T00:00:00Z
4555,206841600,35.392189025878906,27.14434051513672,0,26,62.46434783935547,818.46368408203125,27,4556,2018-07-22T00:00:00Z
4643,207014400,35.38379669189453,27.146387100219727,0,26,206.382568359375,859.9398193359375,27,4644,2018-07-24T00:00:00Z
195,200016000,35.38127136230469,27.149389266967773,0,26,249.7248077392578,870.69976806640625,27,196,2018-05-04T00:00:00Z
193,218246400,36.65550994873047,27.153417587280273,0,26,200.71351623535156,787.70098876953125,27,194,2018-12-01T00:00:00Z
37,211507200,35.395225524902344,27.153942108154297,0,26,10.404870986938477,839.269775390625,27,38,2018-09-14T00:00:00Z
214,219196800,36.599124908447266,27.155447006225586,0,26,15.698092460632324,799.45709228515625,27,215,2018-12-12T00:00:00Z
6464,208915200,36.7708625793457,27.1558837890625,0,26,219.56756591796875,775.59326171875,27,6465,2018-08-15T00:00:00Z
245,220492800,36.632110595703125,27.15713882446289,0,26,124.76749420166016,886.28765869140625,27,246,2018-12-27T00:00:00Z
221,219456000,36.61909484863281,27.157146453857422,0,26,72.12385559082031,805.0230712890625,27,222,2018-12-15T00:00:00Z
243,220406400,36.59721374511719,27.15815544128418,0,26,12.44397258758545,792.3271484375,27,244,2018-12-26T00:00:00Z
50,193795200,35.81386184692383,27.160533905029297,0,26,138.40890502929687,830.98602294921875,27,51,2018-02-21T00:00:00Z
3326,205545600,35.37940216064453,27.16115379333496,0,26,281.9502868652344,896.8675537109375,27,3327,2018-07-07T00:00:00Z
147,216259200,35.75511169433594,27.161327362060547,0,26,105.43720245361328,886.593017578125,27,148,2018-11-08T00:00:00Z
4686,207014400,35.38640594482422,27.163246154785156,0,26,161.77682495117187,866.76068115234375,27,4687,2018-07-24T00:00:00Z
238,220233600,35.76416015625,27.163780212402344,0,26,61.17633819580078,882.8524169921875,27,239,2018-12-24T00:00:00Z
50,193795200,35.816001892089844,27.164108276367188,0,26,80.852996826171875,828.717529296875,27,51,2018-02-21T00:00:00Z
199,218505600,36.593994140625,27.166105270385742,0,26,0.8793829679489136,814.27276611328125,27,200,2018-12-04T00:00:00Z
4832,207187200,35.38703536987305,27.166231155395508,0,26,150.99697875976562,858.0203857421875,27,4833,2018-07-26T00:00:00Z
4757,207100800,35.3995246887207,27.16790771484375,0,26,19.972078323364258,885.59039306640625,27,4758,2018-07-25T00:00:00Z
6958,209433600,35.431034088134766,27.168258666992188,0,26,14.76413345336914,868.6666259765625,27,6959,2018-08-21T00:00:00Z
5489,207878400,35.47346115112305,27.168563842773437,0,26,2.0460762977600098,954.71722412109375,27,5490,2018-08-03T00:00:00Z
218,219369600,36.615230560302734,27.168869018554688,0,26,60.10891342163086,788.3751220703125,27,219,2018-12-14T00:00:00Z
41,193363200,36.52196502685547,27.169015884399414,0,26,320.1011962890625,805.709228515625,27,42,2018-02-16T00:00:00Z
4607,206928000,35.431434631347656,27.170045852661133,0,26,31.03901481628418,824.05914306640625,27,4608,2018-07-23T00:00:00Z
6820,209347200,35.386009216308594,27.17015838623047,0,26,219.06619262695312,905.35894775390625,27,6821,2018-08-20T00:00:00Z
4677,207014400,35.39111328125,27.17085075378418,0,26,146.75323486328125,919.9703369140625,27,4678,2018-07-24T00:00:00Z
115,196560000,35.43512725830078,27.17120933532715,0,26,38.095760345458984,833.04583740234375,27,116,2018-03-25T00:00:00Z
3610,205891200,35.43766784667969,27.171283721923828,0,26,36.203529357910156,869.15667724609375,27,3611,2018-07-11T00:00:00Z
4730,207100800,35.43113327026367,27.171340942382812,0,26,43.2373161315918,868.51318359375,27,4731,2018-07-25T00:00:00Z
161,216864000,36.6067008972168,27.171524047851562,0,26,25.070436477661133,876.64935302734375,27,162,2018-11-15T00:00:00Z
6118,208569600,35.398258209228516,27.172176361083984,0,26,90.14111328125,892.82275390625,27,6119,2018-08-11T00:00:00Z
4732,207100800,35.46615219116211,27.17262840270996,0,26,14.661051750183105,948.7755126953125,27,4733,2018-07-25T00:00:00Z
4879,207187200,35.47276306152344,27.172834396362305,0,26,7.463762283325195,878.00079345703125,27,4880,2018-07-26T00:00:00Z
4739,207100800,35.423583984375,27.172887802124023,0,26,67.7019271850586,917.28570556640625,27,4740,2018-07-25T00:00:00Z
3562,205804800,35.41170883178711,27.173629760742187,0,26,93.65973663330078,877.269775390625,27,3563,2018-07-10T00:00:00Z
4672,207014400,35.38689422607422,27.17396354675293,0,26,260.4470520019531,904.85595703125,27,4673,2018-07-24T00:00:00Z
246,220579200,35.40138244628906,27.17416000366211,0,26,117.52723693847656,1011.1558227539062,27,247,2018-12-28T00:00:00Z
4672,207014400,35.3870735168457,27.174928665161133,0,26,271.89117431640625,906.2364501953125,27,4673,2018-07-24T00:00:00Z
3991,206236800,35.47517013549805,27.175785064697266,0,26,6.887271404266357,879.80072021484375,27,3992,2018-07-15T00:00:00Z
4572,206928000,35.393524169921875,27.175832748413086,0,26,189.13168334960937,899.90185546875,27,4573,2018-07-23T00:00:00Z
1,191635200,36.591060638427734,27.176624298095703,0,26,30.380924224853516,859.7508544921875,27,2,2018-01-27T00:00:00Z
4819,207187200,35.445831298828125,27.176725387573242,0,26,63.35326385498047,864.93927001953125,27,4820,2018-07-26T00:00:00Z
214,219196800,36.62541198730469,27.176788330078125,0,26,132.37344360351562,798.27423095703125,27,215,2018-12-12T00:00:00Z
31,192931200,36.587615966796875,27.177095413208008,0,26,33.10497283935547,806.92828369140625,27,32,2018-02-11T00:00:00Z
4725,207100800,35.45866012573242,27.17727279663086,0,26,41.09408187866211,911.5831298828125,27,4726,2018-07-25T00:00:00Z
3562,205804800,35.39045333862305,27.177900314331055,0,26,267.0086364746094,865.4464111328125,27,3563,2018-07-10T00:00:00Z
6872,209347200,35.415863037109375,27.17896270751953,0,26,154.3385009765625,867.66693115234375,27,6873,2018-08-20T00:00:00Z
30,192931200,36.54564666748047,27.179250717163086,0,26,161.49343872070312,790.99676513671875,27,31,2018-02-11T00:00:00Z
4741,207100800,35.444705963134766,27.179393768310547,0,26,82.86446380615234,918.8546142578125,27,4742,2018-07-25T00:00:00Z
214,219196800,36.615291595458984,27.179811477661133,0,26,89.9106674194336,793.06658935546875,27,215,2018-12-12T00:00:00Z
4762,207100800,35.45525360107422,27.181440353393555,0,26,66.74871063232422,867.4822998046875,27,4763,2018-07-25T00:00:00Z
133,215654400,35.66352462768555,27.181676864624023,0,26,180.86866760253906,905.3035888671875,27,134,2018-11-01T00:00:00Z
249,220665600,36.56402587890625,27.181880950927734,0,26,61.150760650634766,810.92742919921875,27,250,2018-12-29T00:00:00Z
3897,206150400,35.456138610839844,27.182872772216797,0,26,70.5105209350586,878.436767578125,27,3898,2018-07-14T00:00:00Z
32,193017600,35.442039489746094,27.183544158935547,0,26,118.38809967041016,913.12237548828125,27,33,2018-02-12T00:00:00Z
