Species,Country,Year,Area,X - Longitude,Y - Latidue,Depth (m),Substrate,Individual,Observation method,Source
Pterois miles,Greece,2017,Kriti: Athrinolakos. Siteia,26.149658,35.009141,7, ,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Kriti,26.151937,35.007699,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Kriti: Xerokampos Siteias,26.238753,35.047822,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Patmos: Etia,26.32351,37.20087,4,reef,1,spearfishing,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Dodecanese islands,26.423975,36.585408,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,"Patmos isl., Netia",26.546261,37.329471,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Dodecanese islands,26.729437,37.288954,5,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017, ,26.9147,36.9924,0,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2017,"Kalymnos, Telendos",26.91812,37.01294,0, ,1,scuba diver,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Dodecanese islands,26.920737,36.935349,6,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Kos: Kefalos,26.983918,36.720066,8, ,1,Professional fisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Nisyros isl.,27.097734,36.579666,0, ,1,Fisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Karpathos:  Diakofti Beach,27.153068,35.40749,3, ,1,Underwater Photographer,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Dodecanese islands,27.153068,35.40749,3, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Nisyros isl.,27.155145,36.616934,5, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Dodecanese islands,27.160267,35.604653,2, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Karpathos,27.16204,35.447523,0, ,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Kos: Lakos. Kardamena,27.182363,36.811629,24, ,1,Spearfisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017,"Karpathos isl., Agios Minas",27.190781,35.690039,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,"Karpathos isl., Kastellia",27.195089,35.469379,9, ,1,scuba diver,Dimitriadis et al. 2020
Pterois miles,Greece,2017,South Aegean Sea,27.210855,35.459312,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Kos: Psalidi,27.331688,36.890295,12.5, ,1,Scuba diver,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Tilos,27.452644,36.406175,20, ,1,Scuba diver,Dimitriadis et al. 2020
Pterois miles,Greece,2017,"Karpathos isl., Volaka",27.498236,35.635881,6, ,1,Nets,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Chalki,27.625076,36.227947,10, ,1,Scuba diver,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Symi isl.,27.820466,36.556401,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Symi,27.8358,36.58986,0, ,1,spearfishing,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Kiotari,27.970541,36.042562,4, ,1,Spearfisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Kiotari,27.970541,36.042562,4, ,1,Spearfisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Pefkoi,28.047214,36.070524,4, ,1,Spearfisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Vlicha,28.067618,36.109588,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Kalathos,28.070892,36.124496,7, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Dodecanese islands,28.086036,36.096517,2, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Lindos,28.088405,36.087409,4, ,1,Spearfisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Lindos,28.09045,36.095768,15, ,1,Recreational fisher,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Agathi Beach,28.105036,36.173128,3, ,1,Recreational fisher,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Ladiko,28.206942,36.318979,5, ,1,Underwater Photographer,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Dodecanese islands,28.208233,36.317663,4, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Ladiko,28.208332,36.319205,6, ,1,Underwater Photographer,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Faliraki,28.209477,36.333107,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Zefiros Beach,28.235335,36.429311,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Zefyros,28.235335,36.429311,7, ,1,Scuba diving,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Kallithea,28.239012,36.379719,4, ,1,Spearfisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017, ,28.2403,36.4283,7,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2017,Rodos: Kallithea,28.241711,36.378871,0, ,1,Spearfisherman,Dimitriadis et al. 2020
Pterois miles,Greece,2017,Rodos: Kallithea,28.2458,36.3855,0, ,1,underwater observation,Dimitriadis et al. 2020
Pterois miles,Turkey,2017,South Aegean Sea,30.602684,36.596108,0, ,1,Underwater observation,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017,Cyprus,32.395922,35.040875,0,Muddy,1,Stranded dead,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017,"Akrotiri, Lemesos",33.027638,34.592361,24,Spear-fishing,1, ,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017,Cyprus,33.111186,34.600073,9,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017,Larnaca,33.65049,34.864513,0, ,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017, ,33.6542,34.8975,28,Seaweed,1,visual only,Katsanevakis et al. 2020
Pterois miles,Turkey,2017,South Aegean Sea,33.902462,36.302512,0, ,1,Underwater observation,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017,"Kapari, dipla apo Malama Beach",34.017986,35.055974,3, ,1,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017,"Kapparis, Protatas",34.060438,34.959992,2.5,Spear-fishing,1,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017,Kavo Greco,34.063315,34.961352,0, ,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2017,"konnos, Protatas",34.07016,34.982906,6, ,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Turkey,2017,South Aegean Sea,34.68211,36.720394,0, ,1,Fishing,Dimitriadis et al. 2020
Pterois miles,Israel,2017,Israel,34.719873,32.149223,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Turkey,2017,South Aegean Sea,35.381719,36.510498,0, ,1,Fishing,Dimitriadis et al. 2020
Pterois miles,Turkey,2017,South Aegean Sea,35.693683,36.659637,0, ,1,Fishing,Dimitriadis et al. 2020
Pterois miles,Syria,2017,Lattakia,35.766667,35.65,25,rocky bottom,1, ,Dimitriadis et al. 2020
Pterois miles,Turkey,2017,South Aegean Sea,35.794445,36.38358,0, ,1,Fishing,Dimitriadis et al. 2020
Pterois miles,Turkey,2017,South Aegean Sea,36.140292,36.728943,0, ,1,Fishing,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018, ,33.6542,34.8975,0,hard substrate of wreck,40,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2018, ,34.0867,34.9846,45,Coralligenous,11,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,Kriti,23.807703,35.24688,3.5, ,10, ,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018, ,33.7118,34.8859,27,rocky reef,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2018, ,34.0867,34.9846,51,Coralligenous,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2018,Liberty and Nemesis III wrecks,34.064956,35.002961,0, ,7,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018, ,34.0801,34.9715,25, ,7,Visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,Kriti,24.31574,35.187165,6.5,Sandy,6, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Hania,23.720677,35.236693,10,Rocky,5,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Koudouma,25.085902,34.937739,27, ,5,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.1788,35.587835,3,Rocky,5, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.179279,35.589671,3.5, ,5, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti,26.263939,35.098366,15,Rocky,4, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Kato Zakros,26.264428,35.097904,0, ,4, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,East Kriti,26.274399,35.216585,5,Rocky,4,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Turkey,2018,Çiftlik Beach,28.237316,36.71588,2,Underwater caves and rock slits,4,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Turkey,2018, ,29.6287,36.1614,0,rocky substrate,4,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2018, ,32.4448,34.7242,32,Modern Shipwreck,4,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018, ,24.1198,35.2013,5,cave entrance,3,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,"Kriti: Damnoni Bay Plakias,  South Kriti",24.399713,35.18159,24,Rocky,3,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,"Dodecanese, Chalki",27.612469,36.222678,7,Rocky,3,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.773085,35.881629,20,Sandy,3, ,Dimitriadis et al. 2020
Pterois miles,Turkey,2018, ,29.641,36.1787,0,soft substrate,3,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2018,"Liopetri, Cyprus",33.891427,35.001671,22,Nets,3,Nets,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti,24.034543,35.541413,0,Rocky,2, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018, ,24.1187,35.2004,30,crevice on rocky reef,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,Kriti: Sfakia,24.13498,35.198747,0, ,2,diving,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti:Karavos,24.400331,35.172224,8,Underwater caves and rock slits,2,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Vai beach,26.265237,35.254529,2,Rocky,2,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Karpathos: Pigadia,27.200635,35.51684,23,Rocky,2,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018, ,27.2358,35.8243,17,rocky reef,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,"Dodecanese, Chalki",27.61403,36.223363,9,Underwater caves and rock slits,2,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.863772,36.566352,3,Rocky,2, ,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018, ,32.7065,34.6242,90,"Rubble, sand",2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2018,Episkopi,32.8765,34.665026,9,Rocky,2,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Tunisia,2018, ,10.9096,37.0204,0, ,1,collected specimen,Katsanevakis et al. 2020
Pterois miles,Italy,2018, ,15.1,36.8024,4,open water,1,visual only,Katsanevakis et al. 2020
Pterois miles,Italy,2018, ,15.102,36.794,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Italy,2018,Ionian Sea,15.102,36.794,0, ,1,Underwater observation (without photo),Dimitriadis et al. 2020
Pterois miles,Greece,2018,Mesiniakos: Hliavorto,22.246224,36.864887,15, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Messiniakos : Mani,22.247117,36.866966,15, ,1, ,Dimitriadis et al. 2020
Pterois miles,Libya,2018, Karsa,22.431333,32.851639,8, ,1,snorkel dives,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Lakonikos: Gytheio,22.585061,36.72972,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kythira isl.,22.914722,36.257694,27, ,1,trammel nets,Dimitriadis et al. 2020
Pterois miles,Greece,2018,"Kriti: Kontoura, Palaioxora",23.620765,35.232315,0,Rocky,1,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Kavouropetra,23.652163,35.237176,6,Underwater caves and rock slits,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: ?????,23.672292,35.220977,12,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Paleohora,23.678276,35.231278,6.5,Rocky,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Gialiskari beach,23.718249,35.236518,9,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Chania,24.02537,35.51695,0,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,"Kriti: Agios Onoufrios, Chania",24.07506,35.57839,10, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Gavdos,24.114353,34.866092,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,"Kriti: Korakas beach, Rethymno",24.315854,35.186807,6.5,Rocky,1,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti,24.399713,35.18159,10, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,"Kriti: Karavos-Kalypso Beach, Plakias, Lyviko, Rethymno",24.400549,35.172233,8,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,"Kriti: Damnoni, Rethymno",24.412008,35.17418,10,Underwater caves and rock slits,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti,24.63193,35.093248,3,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Kaloi Limenes,24.806407,34.932535,9,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti,24.960506,34.925839,11,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Libya,2018,Wadi AL-Klag,25.054444,31.817444,27, ,1,snorkel dives,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Paros: Alikes,25.134371,36.993739,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti,25.175406,34.949701,10,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Maridaki,25.272457,34.971769,7,Rocky,1,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti,25.272479,34.971863,7,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018, ,25.2804,34.9824,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,South Aegean Sea,25.280405,34.982384,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018, ,25.5737,34.9956,6,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,Kriti: Agios Nikolaos,25.717282,35.194682,0,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,"Kriti: Ferma, Ierapetra",25.862483,35.016917,10,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Amorgos,25.874432,36.860414,0,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Ikaria: Trapalo,26.057556,37.514528,25,NA,1,diving,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kriti: Kato Zakros,26.264428,35.097904,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018, ,26.265,35.2618,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,South Aegean Sea,26.265023,35.261764,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Astypalaia: Kaminakia,26.304166,36.519361,3,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Astypalaia,26.332639,36.589541,0,Rocky,1,Instagram browsing,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Leros: Belefouti,26.81632,37.190638,16,Underwater caves and rock slits,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Kalymnos: Vlyxadia,26.969222,36.926417,18, ,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.17067,35.800357,10,Underwater caves and rock slits,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.173725,36.807974,5,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Egypt,2018,Cleopatra beach,27.203583,31.373083,27,rocky bottom,1,spearfishing,Al Mabruk et al. 2020
Pterois miles,Greece,2018,Karpathos: Pigadia,27.207685,35.510092,0,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Karpathos: Port of Pigadia,27.210866,35.51095,6,Underwater caves and rock slits,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018, ,27.2231,35.5121,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.293235,36.895106,10,??t applicable,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.293818,36.895732,13,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Egypt,2018,Ras Alam Al Rum,27.360722,31.320722,7,rocky bottom,1,spearfishing,Al Mabruk et al. 2020
Pterois miles,Turkey,2018, ,27.4815,36.9821,18,rocky reef with algae patches,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.856422,35.926981,10, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,27.864019,36.58427,3,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Turkey,2018,Ak Tur,27.891891,36.754168,1,Underwater caves and rock slits,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Rodos: Gennadi,27.929591,36.019235,0, ,1,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Rodos: Pefkoi,28.038043,36.072903,6, ,1,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,28.092006,36.090213,10, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,28.152367,36.214977,10, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018, ,28.2106,36.3225,0,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2018,Dodecanese islands,28.224049,36.455633,10, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2018,Rodos: Lindos,28.233418,36.426329,20,Rocky,1,Underwater Photography with Free Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018, ,32.3334,35.0742,7,Cave,1,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2018,????????,32.727848,34.648754,0,Rocky,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018, ,33.3421,34.7237,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2018,Cyprus,33.6508,34.8894,15, ,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018,Cyprus,33.6508,34.8894,26, ,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018,Cyprus,33.6508,34.8894,24, ,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018,Cyprus,33.731378,34.981064,2.5, ,1,Shore base fishing,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018,Cyprus,33.741605,34.981598,2.5,Rocky,1,Shore base fishing,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018,Xylofagou,33.822753,34.962517,13,Underwater caves and rock slits,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2018,"Konnos, Cape Greko",34.071863,34.983663,15,Underwater caves and rock slits,1,Underwater photography with Scuba Dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,74,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,66,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,25.5737,34.9956,0,rocky reef,50,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,45,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,41,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,38,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,35,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,35,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,34,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,31,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,31,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,30,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,28,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,28,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,28,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,28,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,27,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,25.572,34.9959,8,mixed,26,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,25,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,25,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,24,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,24,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.0727,34.6863,21,artificial wreck,23,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,23,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,23,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,22,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,22,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,25.2735,34.9743,0,rocky boulders,20,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,26.9682,36.7005,0, ,20,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,27.1868,36.6205,0, ,20,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,27.2327,35.8164,0, ,20,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,27.334,36.4588,0, ,20,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,27.5407,36.2153,0,rocky reef,20,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,27.6399,36.2495,0, ,20,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,27.8353,36.6385,0, ,20,collected specimen,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,20,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,19,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,18,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,18,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,18,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,18,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,17,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,17,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,17,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,16,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,25.572,34.9959,8,mixed,15,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.0727,34.6863,19,artificial wreck,15,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019,Cyprus,33.960835,35.122218,20,Rocky,15,Spear-fishing,Dimitriadis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,15,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,15,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,15,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,15,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,15,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,15,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,14,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,14,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,14,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Crete,24.952968,34.932743,0, ,13,Spearfishing,iSea
