Species,Country,Year,Area,X - Longitude,Y - Latidue,Depth (m),Substrate,Individual,Observation method,Source
Pterois miles,Greece,2019,Crete,25.499643,34.982799,6.5,Rocky,13,Spearfishing,iSea
Pterois miles,Greece,2019,Kos,27.144173,36.776225,51,Rocky,13,Nets,iSea
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,13,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,13,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,13,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,13,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,13,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,20.85902,37.653595,5,Rocky,12, ,Dimitriadis et al. 2020
Pterois miles,Cyprus,2019, ,33.2302,34.7045,21,Crevices and overhangs,12,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,12,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,12,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,12,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Port Agios Faulos (South Heraklion),24.95315,34.931733,5,rocky coast,10, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Dodecanese islands,27.103701,35.527159,20,Rocky,10, ,Dimitriadis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,10,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,10,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,10,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,10,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,10,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,10,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,10,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019,Cyprus,33.012831,34.593024,2.5,Rocky,9,Underwater photography with Free Dive,iSea
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,9,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,9,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,9,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,9,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019,Cyprus,34.076284,35.003677,0,Sandy,9,Underwater photography with Scuba Dive,iSea
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,9,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,9,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Dodecanese islands,28.201153,36.437678,15, ,8, ,Dimitriadis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,8,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,8,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Rodos,28.209826,36.32146,3,Rocky,7,Spearfishing,iSea
Pterois miles,Cyprus,2019, ,32.4448,34.7242,32,Modern Shipwreck,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,7,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,7,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Pilos,21.694724,36.915684,1,Rocky,6,Shore base fishing,iSea
Pterois miles,Greece,2019,Venetiko,21.885715,36.705749,8,Rocky,6,Spearfishing,iSea
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,6,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,6,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,6,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,6,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,6,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,6,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Kriti,23.660462,35.237547,4,Rocky,5, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kriti,23.674042,35.230609,11,Rocky,5, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,23.9166,40.3636,10,open water,5,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,24.5828,35.0985,18,rocky reef,5,Visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Kriti: Sitia,26.3045418,35.1871681,2,rocky,5, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,26.3046,35.1873,0,rocky reef,5,visual only,Katsanevakis et al. 2020
Pterois miles,Turkey,2019, ,28.0281,36.8809,14,rocky reef,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019,"Nemesis Wreck, Protaras",34.0465,35.04718,24,Underwater caves and rock slits,5,Underwater photography with scuba dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,5,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,5,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Marathopoli,21.575555,37.057285,0,Not specified,4,Spearfishing,iSea
Pterois miles,Greece,2019,Archangelos East,22.87663,36.62952,3, ,4, ,Pirkenseer (2020)
Pterois miles,Greece,2019, ,25.5722,34.9959,8,rocky reef,4,Visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,4,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,4,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,4,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Archangelos West,22.87544,36.62894,3.5, ,3, ,Pirkenseer (2020)
Pterois miles,Greece,2019, ,24.0917,34.8681,2,open water,3,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Cyclades islands,24.580729,36.773354,14,Rocky,3, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Cyclades islands,24.582722,36.774817,12,Rocky,3, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Poliaigos,24.620605,36.751266,22,Rocky,3,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Poliaigos,24.666721,36.752209,18,Rocky,3,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Kriti,25.020025,35.416659,12,Rocky,3, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Santorini,25.36958333,36.46038889,14,Rocky,3,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019, ,25.5722,34.9959,7,rocky reef,3,Visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Crete,25.580385,35.00229,2.5,Sandy,3,Underwater photography with Free Dive,iSea
Pterois miles,Greece,2019, ,26.2639,35.2645,2, ,3,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Kriti: Itanos beach,26.263907,35.264478,2, ,3, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Dodecanese islands,27.955907,36.045338,0, ,3, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Rodos,28.088392,36.086594,23,Rocky,3,Underwater photography with Scuba Dive,iSea
Pterois miles,Cyprus,2019, ,32.3334,35.0742,8,Cave,3,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,32.4448,34.7242,32,Modern Shipwreck,3,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019,Paralimni,34.017691,35.056536,0,Rocky,3,Underwater photography with scuba dive,Dimitriadis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,3,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,3,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,3,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,10,hard substrate,3,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,3,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.5781,35.6937,10,rocks near sand patches and Posidonia,3,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,20.7241151,37.8860463,7, ,2, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,20.807333,37.653304,7,Rocky,2, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,22.2254,36.8939,5, ,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.390963,36.540627,0,Rocky,2, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,22.8381,36.6875,0, ,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.844878,36.681357,4, ,2, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kythira: Traxilas,22.990012,36.132838,0, ,2, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Peloponnesos E: Parapouli,23.467433,36.913124,0, ,2, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kriti,23.675501,35.231472,7,Rocky,2, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,24.0807,35.2,1.5,open water,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Crete,24.415847,35.17311,15,Rocky,2,Underwater observation (without photo),iSea
Pterois miles,Greece,2019, ,24.5634,35.1009,0,wall crevices,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Crete,24.73917,35.078718,5,Rocky,2,Spearfishing,iSea
Pterois miles,Greece,2019, ,25.0224,35.4186,32,rocky reef,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Santorini: Fanari,25.404145,36.454592,45, ,2,gillnets,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,25.572,34.996,4,Rocky reef,2,Visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,26.2639,35.2671,2,open water,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,26.3532,36.5484,3, ,2,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Dodecanese islands,27.11795,36.668467,0,Rocky,2, ,Dimitriadis et al. 2020
Pterois miles,Turkey,2019, ,28.0655,37.0161,10,rocky reef,2,visual only,Katsanevakis et al. 2020
Pterois miles,Turkey,2019, ,28.3144,37.049,10,rocky reef,2,collected specimen,Katsanevakis et al. 2020
Pterois miles,Turkey,2019,South Aegean Sea,29.400567,36.22327,8, ,2,snorkelling,Dimitriadis et al. 2020
Pterois miles,Cyprus,2019, ,32.3334,35.0742,7,Cave,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,33.6505,34.9122,0,artificial wreck,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0387,35.0502,0,artificial wreck,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0704,35.001,0,hard substrate,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,24,hard substrate,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,15,hard substrate,2,visual only,Katsanevakis et al. 2020
Pterois miles,Cyprus,2019, ,34.0784,34.9857,0,hard substrate,2,visual only,Katsanevakis et al. 2020
Pterois miles,Italy,2019, ,15.102,36.801,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Italy,2019,Ionian Sea,15.102,36.801,0, ,1,Underwater observation,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,19.938717,39.741207,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kefalonia Island,20.6828,38.27,14, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,20.712123,37.908555,5,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,20.723433,37.88405,15,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kefalonia,20.772217,38.155289,12,Rocky,1,Spearfishing,iSea
Pterois miles,Greece,2019,Kefalonia,20.774517,38.153335,3,Rocky,1,Spearfishing,iSea
Pterois miles,Greece,2019,Ionian Sea,20.801371,38.073062,12,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kefalonia Island,20.8014,38.0731,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,20.802001,38.487569,7, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kefalonia: Scala,20.803222,38.06995,7, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,20.804318,37.658634,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,20.887964,38.589213,5,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Zakynthos MPA,20.953352,37.720047,0, ,1,recreational divers,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Strofodia Island MPA,21.006927,37.248279,5,rocky bottom,1,Free diving,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Strofodia Island MPA,21.018431,37.251697,3,rocky bottom,1,Free diving,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionion:  Oxias island,21.095,38.284,12, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Glypha,21.139526,37.831124,34,Rocky,1,Boat base fishing,iSea
Pterois miles,Greece,2019,Kyparissikos/Almyros,21.538588,37.257613,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian: Proti Island,21.5465,37.0431,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,21.556289,37.050883,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,21.5563,37.0509,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Nisos Proti,21.557115,37.044079,0.4,Rocky,1,Underwater photography with Free Dive,iSea
Pterois miles,Greece,2019, ,21.5953,37.2139,6,open water,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,21.6195,37.0177,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Mesiniakos: Vromoneri,21.622228,37.014456,4, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.233608,36.879868,17,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.233608,36.879868,8,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.249439,36.862111,6, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Mesiniakos: Kardamyli,22.25015556,36.86283056,1,rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,22.2502,36.8628,1,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,22.3179,36.6283,0, ,1,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Lakonikos: Archagelos,22.3179122,36.6283491,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Oitilo Gulf,22.384261,36.688267,0,Rocky,1, ,iSea
Pterois miles,Greece,2019,Ionian Sea,22.424111,36.463354,2.5,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.43427,36.462491,5, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Mani,22.473689,36.527123,6, ,1,Spearfishing,iSea
Pterois miles,Greece,2019,"Lakonikos: Porto Kagio, Mani",22.485772,36.428568,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Mani Peninsula,22.5113,36.4862,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.511302,36.486163,5,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.622282,36.803912,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.81716,36.655178,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.837481,36.687078,5,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,SW Elafonisos near Lefki,22.971935,36.474554,4, ,1,Gerald Marinitsch,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.97832,36.454956,4, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,22.986805,36.517128,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,22.9876,36.4857,0,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Kythira,23.07535,36.22501,2, ,1, ,Pirkenseer (2020)
Pterois miles,Greece,2019, ,23.4674,36.9131,2, ,1,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Ionian Sea,23.547091,35.26654,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,23.5471,35.2665,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,23.6208,35.2318,3,open water,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Crete,23.66023,35.237897,0,Underwater caves and rock slits,1, ,iSea
Pterois miles,Greece,2019,Kriti,23.811093,35.247669,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Crete,24.015543,35.532421,0, ,1,Nets,iSea
Pterois miles,Greece,2019, ,24.0794,35.1985,0.3,open water,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Kriti,24.087468,35.594324,22,Seaweed beds and patches,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kriti,24.117579,34.847749,2,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Milos,24.538921,36.728663,15.5,Underwater caves and rock slits,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019, ,24.5634,35.1011,6,cavern,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Kimolos,24.591155,36.799452,16.8,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Cyclades islands,24.612798,36.767465,22,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Poliaigos,24.613747,36.760253,23.8,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Poliaigos,24.614143,36.761,8.6,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Poliaigos,24.623558,36.750229,25.5,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Poliaigos,24.656778,36.747258,14.7,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Crete,25.019022,35.407053,2,Rocky,1,Underwater observation (without photo),iSea
Pterois miles,Greece,2019, ,25.023,35.4083,8,rocky reed,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,25.05,34.941,4,Rocky bottom,1,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Cyclades islands,25.123124,36.657645,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Mykonos,25.356829,37.409832,0,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Santorini,25.36863889,36.46133333,21,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Santorini,25.36897222,36.46105556,21,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Santorini,25.36994444,36.4605,1,Rocky,1,Shore photography,iSea
Pterois miles,Greece,2019,Cyclades islands,25.373123,36.353263,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,25.3877,35.3377,8,Rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Cyclades islands,25.396887,36.363195,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,25.4041,36.4546,2, ,1,collected specimen,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,25.4042,36.3617,13,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Santorini: Mavro Vouno,25.405768,36.458418,0, ,1,gillnets,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,25.4192,35.3072,4,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Sxinousa: Gagavi,25.531228,36.857536,3,rocky,1,snorkelling,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,25.5313,36.8575,3,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,25.5672,35.3226,8,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Kriti: Ierapetra limani,25.742168,35.008628,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kriti,25.744351,35.127871,3, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,25.745,35.0067,2,hard (artificial),1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Crete,25.752833,35.259833,2.57,Rocky,1,Underwater observation (without photo),iSea
Pterois miles,Greece,2019,Crete,26.014491,35.01996,6.5,Rocky,1,Underwater photography with Free Dive,iSea
Pterois miles,Greece,2019, ,26.2356,35.0435,2,open water,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,South Aegean Sea,26.267275,35.094784,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019, ,26.2673,35.0948,0, ,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Astypalaia,26.34333333,36.54027778,3,Rocky,1,Underwater photography with Free Dive,iSea
Pterois miles,Turkey,2019, ,26.7721,38.1664,7,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019, ,26.8534,35.4357,5,rocky reef,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,North Aegean Islands,26.894102,37.780715,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kasos,26.924772,35.421734,10,Rocky,1,Spearfishing,iSea
Pterois miles,Greece,2019, ,26.9317,35.4175,5,Rocky bottom,1,visual only,Katsanevakis et al. 2020
Pterois miles,Greece,2019,Dodecanese islands: Kasos,26.932342,35.416992,0, ,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Kalymnos,26.940135,36.926607,23,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Kalymnos,26.989084,36.934132,6,Rocky,1,Underwater photography with Scuba Dive,iSea
Pterois miles,Greece,2019,Dodecanese islands,27.20487,35.558051,30,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,Dodecanese islands,27.213116,35.557781,0,Rocky,1, ,Dimitriadis et al. 2020
Pterois miles,Greece,2019,South Aegean Sea,27.22307,35.512073,0, ,1, ,Dimitriadis et al. 2020
